UserID,Username,GlobalRank,PP,Location,RegistrationDate
3345902,Varvalian,62,17734.3,Japan,2013-09-27 06:15:42+00:00
4780986,Smarteyy,556,13670.9,Germany,2014-08-11 19:35:23+00:00
2917990,jj986544591,8738,8749.01,China,2013-07-07 03:32:29+00:00
20461077,MidC,783,13058.1,China,2021-01-19 04:39:55+00:00
1428455,Deramok,17177,7638.89,Switzerland,2012-02-27 16:43:14+00:00
10852203,yencis,1928,11374.7,United States,2017-09-15 23:53:36+00:00
11469447,Arbusion,659,13351.4,Australia,2018-01-03 11:21:18+00:00
10909049,Crestive,811,12973.1,United States,2017-09-27 00:51:10+00:00
6735738,GATmoneyTJ1994,481,13911.6,Spain,2015-07-08 20:30:59+00:00
16436446,Lunasa,431,14122.5,Malaysia,2020-03-18 09:28:28+00:00
14817468,stllok,9121,8680.64,Hong Kong,2019-07-13 16:40:37+00:00
9322480,kiir0chii,848,12879.2,Poland,2016-11-25 13:34:17+00:00
10748631,Tommy315,314,14720.7,Hong Kong,2017-08-28 15:49:57+00:00
12522447,Mejir0 McQueen,3841,10172.8,United States,2018-06-22 21:45:47+00:00
2944449,Too Slow,310,14732.8,Canada,2013-07-12 23:43:04+00:00
11919665,Hatted,878,12819.1,Brazil,2018-03-16 16:32:47+00:00
16320893,-Dever,7387,9038.4,Denmark,2020-03-03 14:40:31+00:00
11706350,Tuco,4640,9839.95,United States,2018-02-08 18:09:29+00:00
3556891,_demo,875,12825.9,Poland,2013-11-07 19:32:50+00:00
13207763,Flameztear,315,14718.3,United States,2018-10-05 21:30:26+00:00
8274648,P0MAH,738,13155.2,Ukraine,2016-04-17 17:43:05+00:00
2831793,chokbar de bz,350,14496.7,France,2013-06-19 18:06:28+00:00
1987591,Rosemi Lovelock,834,12918.3,Indonesia,2012-10-11 11:35:33+00:00
10656864,Nessy,1017,12542.7,France,2017-08-12 18:41:03+00:00
5144534,Dawnwing,1605,11708.9,Singapore,2014-11-02 08:02:43+00:00
1545563,Anze,495,13862.7,South Korea,2012-04-20 07:19:54+00:00
15095811,account,858,12858.1,Romania,2019-08-30 18:13:23+00:00
6114695,ciru,30,19277.6,United States,2015-03-06 17:32:56+00:00
15296550,FetherFall,10720,8430.97,Canada,2019-10-03 23:22:59+00:00
1419095,Aricin,33,19085.5,United States,2012-02-24 00:42:06+00:00
8645133,pedeko,2610,10818.9,Hong Kong,2016-07-02 04:58:28+00:00
9086565,Kosiarek,1539,11776.5,Poland,2016-10-05 13:18:59+00:00
12075659,-Saint1337,41732,6188.68,Russian Federation,2018-04-12 11:41:29+00:00
9072586,Andros,70,17522.1,Sweden,2016-10-02 00:57:45+00:00
8165685,shadevr,13969,7995.46,Russian Federation,2016-03-28 17:00:24+00:00
5366933,HDJump,98797,4768.48,South Korea,2014-12-15 14:01:27+00:00
12148238,Rumit,2117,11214.2,Mongolia,2018-04-24 09:26:32+00:00
16538717,Daitaku Helios,2619,10815.2,United States,2020-03-28 23:48:40+00:00
9642774,Milkteaism,36,18846.6,Philippines,2017-01-27 08:30:38+00:00
15213139,gecseboti,1738,11552.4,Hungary,2019-09-19 17:01:58+00:00
5510197,TemaZpro,3929,10140.9,Belarus,2015-01-04 18:31:22+00:00
10652837,Rammu,777,13068.5,Philippines,2017-08-12 03:22:56+00:00
7344333,afe,385,14341.8,Germany,2015-10-31 13:21:53+00:00
8110269,novaaxy,2266,11091.3,Hungary,2016-03-18 17:11:46+00:00
20861921,zmecha,9294,8651.84,India,2021-02-06 07:15:11+00:00
13951894,steisha,8578,8779.11,Russian Federation,2019-02-16 23:17:58+00:00
4389490,Penguo,3328,10407.8,Argentina,2014-05-13 15:10:57+00:00
4415285,El Condor Pasa,854,12864.4,Canada,2014-05-19 17:40:15+00:00
34040029,_Kuwumi_,10022,8534.26,United States,2023-07-11 00:08:38+00:00
13238121,smthelse,10029,8534.06,Vietnam,2018-10-11 07:32:14+00:00
5326197,Invoker,558,13662.3,Japan,2014-12-07 08:27:26+00:00
14067834,n0 head,4432,9927.93,Malaysia,2019-03-09 16:59:21+00:00
8004317,wick,2006,11301.3,Singapore,2016-02-27 06:02:18+00:00
12145220,Nekkid,857,12861.0,Greece,2018-04-23 18:03:51+00:00
10384194,somethingcooll,1112,12405.9,United Kingdom,2017-06-20 12:21:49+00:00
12805967,Lukiii,608,13510.0,Germany,2018-08-05 14:33:52+00:00
9878349,FILIPINO,14702,7901.88,United States,2017-03-11 21:50:03+00:00
8783645,Karasmic,16619,7694.45,United States,2016-07-31 19:11:50+00:00
4755314,FlashoFoSho,919,12704.1,United States,2014-08-06 15:28:10+00:00
12031584,yupyep,7094,9104.58,Finland,2018-04-04 18:00:13+00:00
12241010,TurtleSenpaii,204,15535.9,Netherlands,2018-05-09 20:31:53+00:00
7108275,i love uma,286,14872.0,Indonesia,2015-09-19 03:18:18+00:00
641155,Nihilet,3339,10402.6,Netherlands,2011-01-11 15:55:33+00:00
7095800,96013M88,9327,8645.6,Taiwan,2015-09-16 09:35:18+00:00
13204938,Lolu,73,17365.1,Spain,2018-10-05 13:15:40+00:00
11495128,Ji2zie,976,12598.1,Germany,2018-01-06 20:56:15+00:00
10654153,- Shizuru,116005,4492.03,Romania,2017-08-12 09:39:44+00:00
7869036,TomoChen,1464,11864.0,Taiwan,2016-02-02 07:52:20+00:00
11189164,Ryshult,53150,5791.88,France,2017-11-18 21:16:49+00:00
673549,flansl,2269,11086.6,South Korea,2011-02-02 06:28:59+00:00
2766034,Umbre,67,17612.2,Germany,2013-06-07 13:51:08+00:00
1330619,Akira,3484,10323.3,Kazakhstan,2012-01-15 13:44:06+00:00
6808620,Sowisty,1305,12122.2,Poland,2015-07-22 13:30:50+00:00
11285958,Biroche,1184,12306.6,France,2017-12-05 19:43:51+00:00
8401905,Ramon,5625,9518.92,Germany,2016-05-14 19:00:24+00:00
9393446,Zydan,903,12768.0,Argentina,2016-12-09 14:01:32+00:00
14457718,wuk,542,13701.8,Germany,2019-05-12 13:57:25+00:00
1766764,Hiten,4190,10032.8,China,2012-07-19 13:19:07+00:00
12322135,BruhMoment,4113,10060.5,India,2018-05-23 16:47:15+00:00
11608083,Kawai Retoriba,1306,12122.0,South Korea,2018-01-24 08:11:37+00:00
7374212,Fwuffy,3967,10122.8,United Kingdom,2015-11-06 16:26:03+00:00
10157694,-felicia,5231,9642.16,Brazil,2017-05-05 18:09:42+00:00
12028437,Miggie,3417,10357.9,Philippines,2018-04-04 03:48:43+00:00
3605954,Yukidan,97595,4788.27,Italy,2013-11-16 20:45:58+00:00
12482253,Danini,468,13951.1,United States,2018-06-16 15:26:32+00:00
6583827,Delete,1853,11449.6,Russian Federation,2015-06-08 19:59:04+00:00
10567112,Alfrah,493,13877.1,Mexico,2017-07-27 01:47:44+00:00
18425276,caetrn,7165,9090.67,Philippines,2020-09-08 01:23:55+00:00
13954392,TomotakeYosh1no,1025,12525.2,Taiwan,2019-02-17 09:40:45+00:00
9336886,zeta,790,13045.5,Argentina,2016-11-27 20:24:00+00:00
10500832,[Crz]xz1z1z,8442,8804.97,China,2017-07-14 00:38:13+00:00
3149395,richp2k,12061,8236.29,United States,2013-08-18 21:05:04+00:00
6685958,M4T1K,643,13376.5,Poland,2015-06-29 15:49:51+00:00
5285044,Kusiu,6783,9185.3,Poland,2014-11-29 11:52:30+00:00
9294554,BlonderDennis,11462,8318.04,Germany,2016-11-19 08:21:34+00:00
10290641,EulaFootEnjoyer,11052,8381.32,Germany,2017-06-01 16:05:25+00:00
11053358,Garage du Lac,946,12655.1,France,2017-10-24 13:19:56+00:00
8717773,poppasanas,7187,9083.35,Russian Federation,2016-07-17 19:01:23+00:00
10423227,-Rizie,9567,8603.29,Indonesia,2017-06-28 08:31:45+00:00
12949657,Alu,7281,9061.05,Russian Federation,2018-08-23 09:20:02+00:00
5132353,[ Nano ],1948,11359.2,Germany,2014-10-31 10:36:30+00:00
8040245,Skellers,1625,11683.2,Switzerland,2016-03-05 08:37:40+00:00
4335279,Trolloli,10547,8456.23,China,2014-05-01 03:34:20+00:00
2282145,Jiuchu,26605,6925.31,France,2013-01-19 20:11:26+00:00
8779938,Voltronn,3614,10268.4,Brazil,2016-07-31 01:02:22+00:00
3608846,SlowBurn,1411,11955.5,Argentina,2013-11-17 05:16:45+00:00
1347004,kotomori_,11804,8269.28,Japan,2012-01-22 11:33:30+00:00
5442931,glass2wave7,1417,11942.8,Hungary,2014-12-29 18:37:57+00:00
11476143,bgm16,3451,10341.3,Italy,2018-01-04 12:33:33+00:00
1040250,[ Erina ],5902,9434.76,Taiwan,2011-08-20 06:00:23+00:00
13973026,Isita,93634,4858.67,Chile,2019-02-20 18:03:28+00:00
13506368,MyAim60FPS,8220,8853.12,Germany,2018-11-30 18:58:03+00:00
9037054,Hasaki,1457,11875.5,Peru,2016-09-23 23:39:43+00:00
11538636,nbob,692,13263.4,Latvia,2018-01-13 14:11:56+00:00
10516802,Jotmo,3744,10212.3,South Korea,2017-07-17 06:16:37+00:00
23235560,RedMunch,12577,8167.97,France,2021-05-07 15:33:48+00:00
15641344,-Aiba-,10286,8495.3,Canada,2019-11-28 03:18:35+00:00
16052525,Geag,10299,8495.17,United States,2020-01-25 02:59:53+00:00
4932456,yoshi-mk2,9347,8642.21,Japan,2014-09-15 10:23:40+00:00
15984499,Takasaki Yu,16000,7759.21,United States,2020-01-15 01:18:25+00:00
7845731,[KsaBe],140980,4141.8,Poland,2016-01-29 12:03:53+00:00
12776754,Joyi,994,12570.1,United States,2018-08-01 10:35:40+00:00
8404990,Sonmi,2328,11037.9,Russian Federation,2016-05-15 08:10:55+00:00
7668715,Gamanoid,1854,11447.7,Hungary,2015-12-31 11:14:26+00:00
8349047,Flameshock,3596,10276.4,Mexico,2016-05-02 20:32:36+00:00
12032130,Sepid,1207,12267.1,Canada,2018-04-04 19:38:24+00:00
25626082,Satsukiiii,1709,11581.3,France,2021-08-31 09:50:43+00:00
9888266,HikkaSka,650,13362.6,Russian Federation,2017-03-13 13:25:46+00:00
7388062,iRumble,29139,6775.9,Serbia,2015-11-08 19:06:26+00:00
9689716,sans undertale,13481,8054.37,United States,2017-02-04 20:12:25+00:00
11472811,Uchirrod,2662,10779.9,Brazil,2018-01-03 21:42:50+00:00
2572468,Nongsa,79,17295.6,South Korea,2013-04-24 09:43:38+00:00
10205817,Magirhythm,32279,6610.15,United States,2017-05-14 22:02:31+00:00
4796794,Vento,763,13099.1,Japan,2014-08-15 11:54:22+00:00
12395652,-[Chex]-,14806,7892.94,South Korea,2018-06-03 03:20:34+00:00
18323396,golem de caca,271,14983.9,France,2020-08-31 11:55:32+00:00
15100415,pr1mary,3784,10194.0,China,2019-08-31 11:13:39+00:00
5589933,awesomemacD,7319,9053.43,Greece,2015-01-11 21:51:34+00:00
11984937,RafaelXDP,2138,11199.3,Brazil,2018-03-27 20:16:05+00:00
11676893,jerald,1197,12283.3,United States,2018-02-03 19:42:10+00:00
12197743,kotkotyar,775,13071.6,Russian Federation,2018-05-02 09:57:07+00:00
10731451,GTowers,10457,8468.8,Venezuela,2017-08-25 22:28:39+00:00
10590281,Fajga,6114,9373.8,Poland,2017-07-31 16:29:57+00:00
18296925,RemIscute07,2740,10736.2,Hong Kong,2020-08-29 12:22:02+00:00
14508274,ShrekFarm,36554,6404.78,United States,2019-05-20 02:09:10+00:00
19176750,L3nnu,12050,8236.43,Finland,2020-11-03 17:47:45+00:00
9869794,BabyScylla,2918,10628.4,Spain,2017-03-10 17:51:29+00:00
12159681,KriO-O,4109,10062.9,Russian Federation,2018-04-26 12:02:02+00:00
21011325,-fes,3536,10303.3,Russian Federation,2021-02-12 04:07:24+00:00
6560308,Boriska,11905,8257.29,Russian Federation,2015-06-04 06:08:50+00:00
3891439,moyamoyano_sa,10806,8416.76,Indonesia,2014-01-18 17:41:54+00:00
23277031,komalister2,15874,7772.79,Philippines,2021-05-09 06:03:53+00:00
9886408,Equivocator,10074,8527.35,United States,2017-03-13 01:34:55+00:00
17049206,Baltea,22928,7169.25,Japan,2020-05-14 02:49:17+00:00
6169483,-Hebel-,620,13460.9,Mexico,2015-03-16 20:36:24+00:00
9501611,MENDES,8280,8840.66,Denmark,2016-12-31 23:58:49+00:00
11895642,Humishi,2569,10848.3,Brazil,2018-03-12 01:37:21+00:00
6747917,S Cantoniensis,3227,10460.0,South Korea,2015-07-11 04:02:18+00:00
9784305,Lilithaihou,9349,8641.65,Russian Federation,2017-02-22 16:44:21+00:00
7132005,7132005,6393,9298.83,United States,2015-09-24 00:03:27+00:00
1650010,Aireu,172,15926.7,United States,2012-06-05 01:47:33+00:00
6375834,Enns,519,13789.6,Russian Federation,2015-04-26 16:26:04+00:00
2784663,Yumbtah,9754,8573.13,Chile,2013-06-10 21:40:14+00:00
14709263,HDDTHR,2399,10979.3,South Korea,2019-06-23 03:38:16+00:00
17104779,Barbone,96,16924.3,France,2020-05-19 11:44:02+00:00
10716391,alfie_yo,10633,8442.49,United States,2017-08-23 05:43:41+00:00
17064861,My Angel Neinja,774,13074.9,United States,2020-05-15 15:12:07+00:00
9919528,zombir,2103,11225.4,Russian Federation,2017-03-19 07:49:53+00:00
30070868,yarisa,99406,4758.85,United States,2022-05-25 00:41:29+00:00
10941055,Suchodolsky,1697,11592.2,Poland,2017-10-02 18:34:23+00:00
7912447,The Fart Lord,3785,10193.3,Croatia,2016-02-09 21:30:46+00:00
15743842,ILX,2286,11077.6,Russian Federation,2019-12-12 16:23:33+00:00
10926707,PotjeNutella,27984,6840.88,Netherlands,2017-09-30 12:32:43+00:00
15151447,alexiiosu,37171,6376.94,Spain,2019-09-08 16:32:02+00:00
2593280,Lolzep,2025,11286.3,United States,2013-04-28 17:10:35+00:00
12379394,syzyf_polska,3750,10210.1,Poland,2018-06-01 07:52:38+00:00
8655960,VizerX,1214,12258.5,Russian Federation,2016-07-04 11:07:46+00:00
13437715,BlackTexture,17817,7578.39,Poland,2018-11-17 20:23:13+00:00
6905038,KaitouJap,1328,12078.0,Hungary,2015-08-09 20:17:51+00:00
10429510,yah,1954,11346.5,Bulgaria,2017-06-29 16:09:30+00:00
13249394,Rinyeki,2141,11195.8,Chile,2018-10-13 07:33:26+00:00
1929336,Suikami,2221,11126.8,Indonesia,2012-09-18 13:53:37+00:00
7334711,AngelXC,18000,7560.35,Spain,2015-10-29 20:32:55+00:00
17636394,JoshuaGC,972,12613.4,United States,2020-07-06 17:53:40+00:00
2504750,Varler,16284,7728.73,United States,2013-04-02 21:56:51+00:00
11767545,Lemonv2,16993,7659.43,Russian Federation,2018-02-18 13:05:59+00:00
14953642,Phoeni_,1711,11574.9,Vietnam,2019-08-08 11:26:43+00:00
13583469,Uzer,8688,8759.62,Russian Federation,2018-12-15 12:23:18+00:00
21512250,pericote,109616,4592.22,Peru,2021-03-03 04:19:41+00:00
10304774,Ilmay,3187,10478.7,France,2017-06-04 09:58:29+00:00
7748893,Diamux,1479,11847.0,Poland,2016-01-13 19:03:18+00:00
8828875,chikato,4915,9749.29,Poland,2016-08-10 11:19:56+00:00
7904667,xidorn,7137,9093.98,Philippines,2016-02-08 11:12:46+00:00
13342143,Pezudos,1493,11828.9,Russian Federation,2018-10-30 19:10:38+00:00
5798349,Jageko,486,13895.1,Sweden,2015-01-29 06:54:20+00:00
6379036,ecksedee,16957,7661.31,Netherlands,2015-04-27 12:30:40+00:00
10402769,ethfan922,226496,3254.74,United States,2017-06-24 04:52:37+00:00
12658914,Shift,5055,9699.59,United States,2018-07-15 08:07:50+00:00
2152699,ChiSuki,6633,9227.73,South Korea,2012-12-03 06:51:52+00:00
10273040,Uruha Russia,10631,8442.88,Russian Federation,2017-05-28 18:55:45+00:00
16652552,king_duckling,4722,9814.73,Singapore,2020-04-08 11:23:43+00:00
11461426,XenoitesBadPog,510,13820.2,Indonesia,2018-01-02 02:08:17+00:00
22617279,z14a,7121,9096.82,Germany,2021-04-12 07:54:12+00:00
13986379,Galahad80,7690,8967.14,Singapore,2019-02-23 05:26:39+00:00
11804789,zSubaru,23830,7103.16,Brazil,2018-02-24 22:05:54+00:00
10638413,Miyabi,29542,6752.88,China,2017-08-09 13:25:34+00:00
18153031,n o v a h,2696,10758.9,Georgia,2020-08-18 20:19:39+00:00
17201929,Ramfie,5523,9549.37,Belgium,2020-05-28 12:18:41+00:00
5479741,Oddie,11427,8322.51,Canada,2015-01-02 05:23:29+00:00
6076529,Chitogod,1582,11727.4,South Korea,2015-02-27 03:45:32+00:00
19130534,Timur0506,13476,8054.13,Russian Federation,2020-10-31 17:20:13+00:00
15639661,Cochinomori,2570,10847.7,Peru,2019-11-27 20:22:29+00:00
16395194,Taylan_,270,14984.0,Netherlands,2020-03-13 21:20:00+00:00
9433144,yolomonkey,9301,8649.86,Germany,2016-12-18 01:10:59+00:00
15815159,1mmense,7163,9089.18,Indonesia,2019-12-22 07:26:15+00:00
11096890,MiIoTIink,3658,10246.0,Russian Federation,2017-11-02 10:20:19+00:00
7696512,Hoaq,2523,10879.0,Vietnam,2016-01-05 05:35:33+00:00
4641477,aaront,8117,8874.71,Taiwan,2014-07-11 07:25:45+00:00
12566632,OmegaOrigins,1293,12135.0,United States,2018-06-30 04:17:15+00:00
13241562,DarkScrap,2112,11217.7,United States,2018-10-11 23:20:02+00:00
16534808,-JustCallMeMK-,3397,10368.4,Canada,2020-03-28 16:03:47+00:00
18347666,Azasapag,6648,9224.28,Indonesia,2020-09-02 07:17:22+00:00
10398348,-Puyu,1382,12001.3,Greece,2017-06-23 10:26:21+00:00
13831265,WhitePixel_,793,13033.7,Israel,2019-01-26 06:49:10+00:00
14964749,raifiu,12162,8221.99,Vietnam,2019-08-10 05:09:09+00:00
9904093,J1x,902,12768.2,Colombia,2017-03-16 17:04:30+00:00
6178640,MagBlood,14398,7938.34,Poland,2015-03-18 18:58:48+00:00
25713092,Disha-a,10945,8399.21,Ukraine,2021-09-05 08:33:21+00:00
13347734,Cittasnaf,6277,9331.76,Denmark,2018-10-31 22:03:26+00:00
29426345,Gamillie,100761,4735.24,Singapore,2022-04-01 07:12:30+00:00
16535905,Daniel11PTY,4258,10006.0,Panama,2020-03-28 18:11:35+00:00
7064509,Refrum,1927,11375.4,Germany,2015-09-09 17:52:04+00:00
19186934,HuKuTa_4ePeI7,13318,8073.23,Russian Federation,2020-11-04 09:06:27+00:00
10845761,frewayk,20063,7385.92,Italy,2017-09-14 19:02:28+00:00
12675978,Pagoz,3615,10268.6,Spain,2018-07-17 14:28:36+00:00
20589414,bad osu player,9578,8601.1,United Kingdom,2021-01-25 14:39:39+00:00
3245028,DudsonZ,1290,12138.4,Poland,2013-09-06 13:08:22+00:00
14909850,Temporus,191578,3564.32,Mexico,2019-07-30 23:42:07+00:00
21480050,Losuli,26287,6944.07,Poland,2021-03-01 19:50:15+00:00
7766387,saderen,590977,1549.33,Türkiye,2016-01-16 15:01:36+00:00
19161909,ERA Rhythm,10326,8491.53,Netherlands,2020-11-02 18:57:35+00:00
15333513,Zybit,15675,7795.83,Türkiye,2019-10-10 13:48:00+00:00
3322364,Hunsaker,10478,8466.1,Poland,2013-09-21 19:18:27+00:00
11478426,Dri3x,1472,11857.4,Czechia,2018-01-04 18:35:29+00:00
14536671,Bardero,25317,7006.46,Argentina,2019-05-24 22:16:01+00:00
16679145,uragirarete,11185,8361.46,United States,2020-04-10 12:09:28+00:00
467843,Ququlu,8587,8777.11,Japan,2010-08-22 05:55:01+00:00
7361767,Woodzy,1476,11852.1,United Kingdom,2015-11-03 22:30:21+00:00
12407531,D4rgZ,3375,10382.9,Russian Federation,2018-06-04 15:48:00+00:00
12727907,Diabolikhaa,5622,9520.06,United States,2018-07-24 23:52:20+00:00
13641163,parhelia,9999,8537.28,Ecuador,2018-12-25 00:30:44+00:00
19758113,Daresn,3604,10272.5,Mauritius,2020-12-09 11:41:32+00:00
16228252,iamfishgiver,2009,11299.6,Singapore,2020-02-19 12:38:59+00:00
21462719,Gauntor,102147,4711.71,Sweden,2021-03-01 02:10:12+00:00
10912560,Luckychips,70909,5320.06,Switzerland,2017-09-27 19:09:27+00:00
4223392,123123eric,1776,11524.3,Canada,2014-04-05 00:28:49+00:00
7764053,_Chroma,20255,7370.55,Singapore,2016-01-16 06:59:14+00:00
21949849,NubeX,16263,7731.06,Mexico,2021-03-20 10:08:20+00:00
1313327,[-Shadowa-],4010,10104.6,Türkiye,2012-01-07 14:46:58+00:00
11398156,Luszer,2107,11221.8,Poland,2017-12-23 21:42:09+00:00
10229383,ShadowRin,9137,8678.1,United States,2017-05-20 02:16:19+00:00
16816141,GabiBoltZ,2043,11275.7,Brazil,2020-04-22 13:23:21+00:00
7068158,JapWhite,618,13465.0,France,2015-09-10 16:03:05+00:00
8448098,[ O Y O] baa,19706,7414.32,New Zealand,2016-05-23 12:45:14+00:00
9890753,SirShyLordy,12063,8235.2,United States,2017-03-13 21:27:08+00:00
9364137,Daza,138182,4178.43,Brazil,2016-12-03 15:57:48+00:00
10636530,Michka,14411,7937.48,China,2017-08-09 06:29:09+00:00
8579186,Greninja,27119,6895.24,Canada,2016-06-18 20:22:08+00:00
6192747,Astatoru,3489,10320.8,Russian Federation,2015-03-21 08:11:18+00:00
4860447,N o o b,10173,8512.42,United States,2014-08-29 22:46:19+00:00
234788,NaRiTA TaiShiN,2447,10931.6,Taiwan,2010-01-16 11:00:18+00:00
14385002,pwerus5,6341,9311.82,Brazil,2019-05-02 13:03:31+00:00
14174951,Heony,28664,6802.74,South Korea,2019-03-28 14:48:10+00:00
14741253,lucibxt,17537,7604.59,Chile,2019-06-29 00:40:37+00:00
12100938,[ Demo ],5821,9462.25,Australia,2018-04-16 10:51:29+00:00
18217983,jtn00b,18687,7502.82,Togo,2020-08-23 18:53:33+00:00
17422927,Beinganub,93372,4863.48,United States,2020-06-17 04:39:07+00:00
7799629,Galog,1204,12273.8,Israel,2016-01-21 15:26:04+00:00
7636779,Leebs,2880,10658.9,United States,2015-12-26 04:43:19+00:00
3223044,Skymin,7701,8964.73,South Korea,2013-09-01 12:24:22+00:00
14715160,toromivana019,849,12878.2,Russian Federation,2019-06-24 05:06:51+00:00
10743435,Hoshizora Rin,99561,4755.57,United States,2017-08-27 19:20:52+00:00
13256086,hsdxdfan39,30449,6705.24,Canada,2018-10-14 07:01:49+00:00
12457381,XopK,4876,9761.2,Russian Federation,2018-06-12 10:35:57+00:00
11752694,roadcrow__,1047,12498.6,South Korea,2018-02-16 09:32:14+00:00
15985775,pigeonish_,17395,7619.23,United States,2020-01-15 07:28:21+00:00
12563874,sacril,472,13939.0,Canada,2018-06-29 17:40:31+00:00
4535883,WHchild,12300,8203.82,South Korea,2014-06-16 07:04:29+00:00
13418221,Finmi,5621,9520.33,United States,2018-11-14 03:24:24+00:00
8315885,Xyphox,21274,7290.02,Philippines,2016-04-26 01:40:19+00:00
21908147,Manawolv,109264,4597.87,Switzerland,2021-03-18 19:41:02+00:00
11653711,1Max,1157,12344.7,Ukraine,2018-01-31 10:33:56+00:00
5536431,FengShen,2409,10968.8,Kazakhstan,2015-01-07 08:30:13+00:00
14108742,BCR,101170,4728.44,South Africa,2019-03-16 17:47:50+00:00
15811644,ZaruKay,5025,9709.36,France,2019-12-21 20:16:39+00:00
14030856,Sonocchoz,17742,7586.39,Vietnam,2019-03-03 07:08:52+00:00
6334009,celen,6397,9297.41,Vietnam,2015-04-17 16:37:19+00:00
10313502,Maxkem,3602,10274.1,Russian Federation,2017-06-06 02:22:17+00:00
11706404,TheRealPancake,14310,7948.2,North Macedonia,2018-02-08 18:20:30+00:00
21277276,MyAngelDiana,50377,5880.84,China,2021-02-21 16:30:31+00:00
7918953,Paskuin,1494,11824.7,Mexico,2016-02-11 06:01:50+00:00
12450467,smollilnub,145565,4081.1,Singapore,2018-06-11 03:59:39+00:00
2200982,muji,2862,10669.1,Hong Kong,2012-12-21 08:18:30+00:00
13560194,CharlioM9,877,12820.6,Spain,2018-12-10 17:20:37+00:00
799218,Big Yikes,1357,12037.9,Portugal,2011-04-15 18:07:17+00:00
18175218,RUM1A,11536,8306.32,Japan,2020-08-20 14:01:00+00:00
6293158,ConsumerOfBean,4762,9802.5,United States,2015-04-08 22:24:21+00:00
15524739,Samagonas,2723,10746.4,Lithuania,2019-11-10 10:20:04+00:00
19166426,Auiyin,99592,4755.03,United States,2020-11-03 01:07:52+00:00
5286218,Yorocchi,3550,10296.8,Thailand,2014-11-29 15:15:49+00:00
18365259,-- Waffle --,4864,9763.47,Türkiye,2020-09-03 16:32:36+00:00
4007552,ICboom,16281,7728.95,China,2014-02-13 12:57:18+00:00
20195782,Smokey01,40087,6254.73,United States,2021-01-04 16:27:18+00:00
20118070,idiot stick,39477,6280.5,United States,2020-12-30 20:53:07+00:00
